host_genome	K_type	O_type	phage_genome	protein_id	is_tsp	md5	matrix_phage_name
n757	KL102		GCF_021474765.1__phage12	GCF_021474765.1__phage12__4	0	da4d468f7c4f788933b0e5dae92ed65b	GCF_021474765.1__phage12
n757	KL106		GCF_021474765.1__phage12	GCF_021474765.1__phage12__4	0	da4d468f7c4f788933b0e5dae92ed65b	GCF_021474765.1__phage12
n757	KL15		GCF_021474765.1__phage12	GCF_021474765.1__phage12__4	0	da4d468f7c4f788933b0e5dae92ed65b	GCF_021474765.1__phage12
n757	KL24		GCF_021474765.1__phage12	GCF_021474765.1__phage12__4	0	da4d468f7c4f788933b0e5dae92ed65b	GCF_021474765.1__phage12
n757	KL46		GCF_021474765.1__phage12	GCF_021474765.1__phage12__4	0	da4d468f7c4f788933b0e5dae92ed65b	GCF_021474765.1__phage12
n757	KL10		GCF_021474765.1__phage18	GCF_021474765.1__phage18__207	0	03dc4b3004bb6f8d4bbf56156e89f0f0	GCF_021474765.1__phage18
n757	KL15		GCF_021474765.1__phage18	GCF_021474765.1__phage18__207	0	03dc4b3004bb6f8d4bbf56156e89f0f0	GCF_021474765.1__phage18
n757	KL27		GCF_021474765.1__phage18	GCF_021474765.1__phage18__207	0	03dc4b3004bb6f8d4bbf56156e89f0f0	GCF_021474765.1__phage18
n757	KL64		GCF_021474765.1__phage18	GCF_021474765.1__phage18__207	0	03dc4b3004bb6f8d4bbf56156e89f0f0	GCF_021474765.1__phage18
n4876	KL17		GCF_900503405.1__phage24	GCF_900503405.1__phage24__61	0	36db75f1d55f813267658185536e048f	GCF_900503405.1__phage24
n4876	KL30		GCF_900503405.1__phage24	GCF_900503405.1__phage24__61	0	36db75f1d55f813267658185536e048f	GCF_900503405.1__phage24
GCF_021533695.1	KL1		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL10		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL102		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL103		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL105		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL106		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL107		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL11		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL110		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL111		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL113		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL114		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL117		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL121		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL122		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL123		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL125		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL126		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL13		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL137		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL14		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL142		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL15		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL151		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL16		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL17		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL19		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL2		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL20		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL21		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL22		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL23		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL24		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL25		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL27		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL28		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL3		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL30		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL31		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL34		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL35		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL38		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL39		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL43		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL46		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL47		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL48		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL49		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL51		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL53		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL55		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL56		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL57		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL6		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL60		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL61		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL62		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL63		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL64		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL67		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL71		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL8		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
GCF_021533695.1	KL81		GCF_021533695.1__phage7	GCF_021533695.1__phage7__5	0	2cf299895398648ff3d3077c03863257	GCF_021533695.1__phage7
n47504750	KL17		GCF_004802835.1__phage11	GCF_004802835.1__phage11__60	0	22eaad2e65ee7356b3216c3fb4563f3a	GCF_004802835.1__phage11
GCF_004313085.1	KL14		GCF_004313085.1__phage15	GCF_004313085.1__phage15__74	0	6e2c97a2be11e607dc8048d9639f3f12	GCF_004313085.1__phage15
GCF_004313085.1	KL2		GCF_004313085.1__phage15	GCF_004313085.1__phage15__74	0	6e2c97a2be11e607dc8048d9639f3f12	GCF_004313085.1__phage15
GCF_004313085.1	KL27		GCF_004313085.1__phage15	GCF_004313085.1__phage15__74	0	6e2c97a2be11e607dc8048d9639f3f12	GCF_004313085.1__phage15
GCF_900509575.1	KL46		GCF_900509575.1__phage4	GCF_900509575.1__phage4__749	0	3b9db4637805dabd995b554446dfdced	GCF_900509575.1__phage4
n2823	KL64		GCF_021532675.1__phage13	GCF_021532675.1__phage13__79	0	832a82dd67eb540169bdf8e4bb8ab928	GCF_021532675.1__phage13
n4286	KL1		GCF_004313405.1__phage2	GCF_004313405.1__phage2__69	0	c2e87b522bcfea70c41acddecb7b51de	GCF_004313405.1__phage2
n4286	KL15		GCF_004313405.1__phage2	GCF_004313405.1__phage2__69	0	c2e87b522bcfea70c41acddecb7b51de	GCF_004313405.1__phage2
n4286	KL151		GCF_004313405.1__phage2	GCF_004313405.1__phage2__69	0	c2e87b522bcfea70c41acddecb7b51de	GCF_004313405.1__phage2
n4286	KL19		GCF_004313405.1__phage2	GCF_004313405.1__phage2__69	0	c2e87b522bcfea70c41acddecb7b51de	GCF_004313405.1__phage2
n4286	KL30		GCF_004313405.1__phage2	GCF_004313405.1__phage2__69	0	c2e87b522bcfea70c41acddecb7b51de	GCF_004313405.1__phage2
n4299	KL3		GCF_018449265.1__phage5	GCF_018449265.1__phage5__65	0	10fadbb0cc42739c29ef091fff653361	GCF_018449265.1__phage5
GCF_019732505.1	KL2		GCF_019732505.1__phage9	GCF_019732505.1__phage9__146	0	913a63baf5415383b546a82e2a06a0d4	GCF_019732505.1__phage9
GCF_019732505.1	KL61		GCF_019732505.1__phage9	GCF_019732505.1__phage9__146	0	913a63baf5415383b546a82e2a06a0d4	GCF_019732505.1__phage9
n145145	KL10		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL102		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL111		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL118		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL122		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL123		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL125		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL13		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL136		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL14		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL142		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL15		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL16		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL2		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL20		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL21		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL22		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL23		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL24		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL25		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL27		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL28		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL3		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL30		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL31		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL35		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL38		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL39		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL46		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL55		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL57		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL60		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL61		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL62		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL64		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL7		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n145145	KL8		GCF_019732505.1__phage0	GCF_019732505.1__phage0__4	0	d782e7132a89c4e3743c1dbc93416b9b	GCF_019732505.1__phage0
n1915	KL38		GCF_002854855.1__phage4	GCF_002854855.1__phage4__48	0	723d95132f822ced3d9379945f24a6b4	GCF_002854855.1__phage4
n41164116	KL1		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
n41164116	KL10		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
n41164116	KL102		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
n41164116	KL11		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
n41164116	KL111		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
n41164116	KL112		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
n41164116	KL116		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
n41164116	KL118		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
n41164116	KL122		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
n41164116	KL125		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
n41164116	KL13		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
n41164116	KL14		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
n41164116	KL15		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
n41164116	KL16		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
n41164116	KL2		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
n41164116	KL21		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
n41164116	KL23		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
n41164116	KL24		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
n41164116	KL25		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
n41164116	KL28		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
n41164116	KL3		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
n41164116	KL30		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
n41164116	KL31		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
n41164116	KL35		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
n41164116	KL38		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
n41164116	KL39		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
n41164116	KL46		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
n41164116	KL51		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
n41164116	KL54		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
n41164116	KL55		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
n41164116	KL57		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
n41164116	KL60		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
n41164116	KL62		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
n41164116	KL64		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
n41164116	KL8		GCF_900503145.1__phage13	GCF_900503145.1__phage13__498	0	f3065f88f4dd24f9a101cf786c426dc2	GCF_900503145.1__phage13
73.9/1004310	KL3		GCF_004311765.1__phage11	GCF_004311765.1__phage11__38	0	6a1334d65c3319c0ea673771dd4dd520	GCF_004311765.1__phage11
n401401	KL10		GCF_002811365.1__phage9	GCF_002811365.1__phage9__269	0	336bb578662f899347d7a4b009d65e99	GCF_002811365.1__phage9
n401401	KL102		GCF_002811365.1__phage9	GCF_002811365.1__phage9__269	0	336bb578662f899347d7a4b009d65e99	GCF_002811365.1__phage9
n401401	KL122		GCF_002811365.1__phage9	GCF_002811365.1__phage9__269	0	336bb578662f899347d7a4b009d65e99	GCF_002811365.1__phage9
n401401	KL125		GCF_002811365.1__phage9	GCF_002811365.1__phage9__269	0	336bb578662f899347d7a4b009d65e99	GCF_002811365.1__phage9
n401401	KL137		GCF_002811365.1__phage9	GCF_002811365.1__phage9__269	0	336bb578662f899347d7a4b009d65e99	GCF_002811365.1__phage9
n401401	KL14		GCF_002811365.1__phage9	GCF_002811365.1__phage9__269	0	336bb578662f899347d7a4b009d65e99	GCF_002811365.1__phage9
n401401	KL16		GCF_002811365.1__phage9	GCF_002811365.1__phage9__269	0	336bb578662f899347d7a4b009d65e99	GCF_002811365.1__phage9
n401401	KL2		GCF_002811365.1__phage9	GCF_002811365.1__phage9__269	0	336bb578662f899347d7a4b009d65e99	GCF_002811365.1__phage9
n401401	KL21		GCF_002811365.1__phage9	GCF_002811365.1__phage9__269	0	336bb578662f899347d7a4b009d65e99	GCF_002811365.1__phage9
n401401	KL22		GCF_002811365.1__phage9	GCF_002811365.1__phage9__269	0	336bb578662f899347d7a4b009d65e99	GCF_002811365.1__phage9
n401401	KL24		GCF_002811365.1__phage9	GCF_002811365.1__phage9__269	0	336bb578662f899347d7a4b009d65e99	GCF_002811365.1__phage9
n401401	KL25		GCF_002811365.1__phage9	GCF_002811365.1__phage9__269	0	336bb578662f899347d7a4b009d65e99	GCF_002811365.1__phage9
n401401	KL28		GCF_002811365.1__phage9	GCF_002811365.1__phage9__269	0	336bb578662f899347d7a4b009d65e99	GCF_002811365.1__phage9
n401401	KL3		GCF_002811365.1__phage9	GCF_002811365.1__phage9__269	0	336bb578662f899347d7a4b009d65e99	GCF_002811365.1__phage9
n401401	KL30		GCF_002811365.1__phage9	GCF_002811365.1__phage9__269	0	336bb578662f899347d7a4b009d65e99	GCF_002811365.1__phage9
n401401	KL31		GCF_002811365.1__phage9	GCF_002811365.1__phage9__269	0	336bb578662f899347d7a4b009d65e99	GCF_002811365.1__phage9
n401401	KL35		GCF_002811365.1__phage9	GCF_002811365.1__phage9__269	0	336bb578662f899347d7a4b009d65e99	GCF_002811365.1__phage9
n401401	KL38		GCF_002811365.1__phage9	GCF_002811365.1__phage9__269	0	336bb578662f899347d7a4b009d65e99	GCF_002811365.1__phage9
